2.000000	11.919061	-0.774159	3.276152	13.545918	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.457037	0.000000
2.000000	42.395506	24.563663	13.325264	11.208480	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.457037	0.000000
3.000000	-2.098084	-11.919061	-7.001093	-2.101824	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.471524	0.000000
3.000000	77.606664	15.356029	25.954906	27.701439	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.471524	0.000000
4.000000	80.217114	53.779761	34.706272	23.430473	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.472256	0.000000
4.000000	-22.843309	-8.497053	0.302932	9.110396	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.472256	0.000000
5.000000	54.710996	5.493913	10.924248	19.189427	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.486002	0.000000
5.000000	94.193120	44.516029	37.249404	18.938853	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.486002	0.000000
6.000000	3.530466	6.630843	-2.748826	4.656175	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.501503	0.000000
6.000000	28.475598	-17.988919	11.429134	21.100516	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.501503	0.000000
7.000000	103.871981	45.245310	41.449311	21.070596	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.502209	0.000000
7.000000	36.048896	28.075429	25.397661	17.297037	-0.032000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1676190281.502209	0.000000
